,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
5731,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,100000,118900
5732,Opel,Astra,1.6 CDTI Sport,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,91000,112000
5733,Opel,Astra,1.6 Enjoy,2009.0,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,165000,69750
5734,Opel,Insignia,Diğer,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,120000,131500
5735,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2011.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,172500,79750
5736,Opel,Corsa,Diğer,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,226000,60000
5737,Opel,Frontera,2.0 Sport,1994.0,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Yeşil ,Arazi Aracı,Galeriden,2. El,231000,35000
5738,Opel,Corsa,Diğer,2013.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,90000,75750
5739,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,42000,118950
5740,Opel,Astra,1.4 T Sport,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,85300,103900
5741,Jeep,Cherokee,5.2,2000.0,Benzin/LPG,Otomatik Vites,2001-2500 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,249038,70750
5742,Opel,Astra,1.4 T Sport,2013.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Hatchback 5 Kapı,Galeriden,2. El,148000,95000
5743,Opel,Insignia,1.6 CDTI  Sport,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,76000,196750
5744,Opel,Insignia,1.6 T Edition Elegance,2015.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,79000,134500
5745,Opel,Corsa,1.4 Swing,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,200000,26500
5746,Opel,Antara,Diğer,2007.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,327000,78500
5747,Opel,Astra,1.6 Edition,2018.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Sedan,Galeriden,2. El,7900,112500
5748,Opel,Astra,1.6 Edition,2013.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,52000,96500
5749,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,76000,124850
5750,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,50000,138850
5751,Opel,Astra,1.4 T Sport,2013.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Hatchback 5 Kapı,Galeriden,2. El,91000,108900
5752,Opel,Corsa,Diğer,2016.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,100000,117500
5753,Opel,Astra,1.6 CDTI Elite,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,63000,162900
5754,Opel,Corsa,1.4 Twinport Enjoy,2011.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,96000,77500
5755,Opel,Astra,1.4 T Dynamic,2016.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,15000,157500
5756,Opel,Corsa,Diğer,2007.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,232000,41500
5757,Opel,Grandland X,1.6 D Enjoy,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Bordo ,Arazi Aracı,Galeriden,2. El,44000,184500
5758,Opel,Astra,1.3 CDTI Elegance,2008.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,190000,43500
5759,Opel,Corsa,Diğer,2006.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,240000,48750
5760,Opel,Corsa,1.2 Swing,1999.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,166250,39950
5761,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
5762,Opel,Corsa,Diğer,2006.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,197000,34900
5763,Opel,Insignia,2.0 CDTI Cosmo,2016.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,189000,149500
5764,Opel,Corsa,1.4 Comfort,2002.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,181000,41000
5765,Opel,Corsa,Diğer,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,105000,75900
5766,Opel,Insignia,1.6 CDTI  Sport,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,120500,165000
5767,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,149000,105750
5768,Opel,Astra,1.3 CDTI Enjoy Plus,2011.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,214000,66750
5769,Opel,Astra,1.3 CDTI Enjoy,2006.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,247000,54500
5770,Opel,Astra,1.6 CDTI Business,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,138000,94750
5771,Opel,Astra,1.4 T Sport,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,111500
5772,Opel,Insignia,2.0 CDTI Edition Elegance Active,2012.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,140000,112000
5773,Opel,Astra,1.4 T Cosmo,2015.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kahverengi ,Hatchback 5 Kapı,Galeriden,2. El,59000,129950
5774,Opel,Astra,1.6 CDTI Cosmo,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,155000,109750
5775,Opel,Insignia,1.6 CDTI  Sport,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,84000,159950
5776,Opel,Insignia,Diğer,2015.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,78000,156950
5777,Opel,Insignia,1.6 T Cosmo,2014.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,108000,142000
5778,Opel,Astra,1.4 T Edition Plus,2020.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,6,127950
5779,Opel,Corsa,Diğer,2013.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,180000,55000
5780,Opel,Astra,1.6 Classic,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,300000,37250
5781,Jaguar,XF,2.0 D Prestige Plus,2017.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,26100,634500
5782,Opel,Astra,1.6 Essentia,2013.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,18000,98000
5783,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,132000,126500
5784,Opel,Insignia,2.0 CDTI Edition Elegance Active,2012.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,185000,97500
5785,Opel,Corsa,Diğer,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,118000,52900
5786,Opel,Astra,1.4 T Sport,2012.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,164000,99000
5787,Opel,Astra,1.6 Elegance,2002.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,169000,44850
5788,Opel,Astra,1.4 Club,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,299000,39750
5789,Opel,Corsa,Diğer,2016.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,94000,76500
5790,Opel,Astra,1.6 CDTI Design,2018.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,65000,144000
5791,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,84000,133000
5792,Opel,Astra,1.6 CDTI Enjoy,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,74000,119000
5793,Opel,Mokka,1.6 CDTI  Cosmo,2015.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,72000,166000
5794,Opel,Insignia,Diğer,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,108000,166500
5795,Opel,Corsa,Diğer,2013.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,94300,76450
5796,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,110500,126550
5797,Opel,Astra,1.6 CDTI Cosmo,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,139000,113900
5798,Opel,Insignia,1.6 CDTI  Grand Sport Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,61300,182600
5799,Opel,Mokka,1.6 CDTI  Cosmo,2015.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,78000,155900
5800,Opel,Astra,1.6 Enjoy,2005.0,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,170000,55750
5801,Land Rover,Discovery Sport,2.0 TD4 HSE,2016.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,200550,444500
5802,Opel,Insignia,Diğer,2015.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,157000,136950
5803,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,61000,114950
5804,Opel,Astra,1.6 CDTI Elite,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,68000,141500
5805,Opel,Astra,1.3 CDTI Enjoy,2006.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,245000,46500
5806,Opel,Corsa,1.2 Twinport Essentia,2011.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,136000,76500
5807,Opel,Corsa,1.4 120.Yıl,2019.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,7931,132500
5808,Opel,Corsa,1.4 Enjoy,2018.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,22500,122500
5809,Opel,Astra,1.4 Essentia,2010.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,69000,79750
5810,Opel,Insignia,Diğer,2015.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,66300,172500
5811,Opel,Corsa,1.2 Twinport Essentia,2013.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,67000,79000
5812,Opel,Astra,1.6 Elegance,2001.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,276000,42900
5813,Opel,Astra,1.3 CDTI Essentia Konfor,2011.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,180000,76000
5814,Opel,Insignia,2.0 CDTI Cosmo,2015.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,120000,159000
5815,Opel,Corsa,Diğer,2011.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,250000,55000
5816,Opel,Astra,1.3 CDTI Edition,2013.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,261000,85000
5817,Opel,Astra,1.3 CDTI Sport,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,184000,66000
5818,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,79625,114750
5819,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,79925,132500
5820,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,55348,115500
5821,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Otomatik Vites,1601-1800 cc,126-150 BG,Gri ,Sedan,Galeriden,2. El,130000,104000
5822,Opel,Astra,1.6 CDTI Sport,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,88000,85900
5823,Opel,Corsa,Diğer,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,160000,70999
5824,Opel,Insignia,Diğer,2015.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,189976,131500
5825,Opel,Astra,1.6 CDTI Design,2018.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,63000,136000
5826,Opel,Frontera,Diğer,2001.0,Benzin,Otomatik Vites,3001-3500 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,196000,56950
5827,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,76000,118850
5828,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,62000,120850
5829,Opel,Astra,"1.3 CDTI
",2008.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Gri ,Sedan,Galeriden,2. El,193000,57000
5830,Opel,Insignia,1.6 CDTI  Elite,2016.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,118000,153950
5831,Opel,Insignia,1.6 CDTI  Elite,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,115000,162500
5832,Opel,Astra,1.6 Edition Plus,2017.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,45000,84900
5833,Opel,Astra,1.7 TD,1997.0,Dizel,Düz Vites,1601-1800 cc,51-75 BG,Mavi ,Sedan,Sahibinden,2. El,373000,28000
5834,Opel,Astra,1.6 Edition,2015.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,43000,110000
5835,Opel,Vectra,2.0 CD,1990.0,Benzin/LPG,Otomatik Vites,2001-2500 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,287000,27000
5836,Opel,Insignia,"1.4 T
",2015.0,Dizel,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,163000,155000
5837,Opel,Vectra,1.6 Comfort,2006.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Lacivert ,Sedan,Sahibinden,Hasarlı,148000,46750
5838,Opel,Astra,1.6 Edition,2015.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,31000,120000
5839,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2011.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,124000,82500
5840,Opel,Astra,1.6 Edition Plus,2017.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,10700,118000
5841,Hyundai,I20,1.2 Team,2011.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500
5842,Opel,Vectra,2.0 CDX,1997.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Gri ,Sedan,Galeriden,2. El,257000,35000
5843,Opel,Astra,1.6 Enjoy,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,147000,66500
5844,Opel,Astra,1.6 Elegance,2006.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,223500,62000
5845,Opel,Astra,1.6 GL,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,236,34000
5846,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,191000,78000
5847,Opel,Astra,-,2003.0,Benzin/LPG,Otomatik Vites,Bilmiyorum,Bilmiyorum,Gri ,Sedan,Sahibinden,2. El,273000,44000
5848,Opel,Corsa,1.2 Enjoy,2008.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,129000,56500
5849,Opel,Corsa,1.4 Twinport Active,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,93014,83250
5850,Opel,Corsa,1.3 CDTI Essentia,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,197,65000
5851,Opel,Adam,1.0 Glam,1997.0,Benzin/LPG,Düz Vites,1801-2000 cc,76-100 BG,Mavi ,Sedan,Sahibinden,2. El,2000,26750
5852,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,199000,300000
5853,Opel,Vectra,1.6 Elegance,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,210000,57500
5854,Opel,Corsa,1.3 CDTI Enjoy,2004.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,217000,45000
5855,Opel,Corsa,1.3 CDTI Essentia,2006.0,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,294000,48000
5856,Opel,Astra,1.6 Elegance Twinport,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,223000,60000
5857,Opel,Corsa,1.4 Twinport Enjoy,2013.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,64000,96000
5858,Opel,Vectra,2.0 CDX,2001.0,Benzin/LPG,Düz Vites,1801-2000 cc,126-150 BG,Siyah ,Sedan,Sahibinden,2. El,396000,35000
5859,Opel,Insignia,2.0 CDTI Sports Tourer Edition,2011.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Füme ,Sedan,Galeriden,2. El,210000,90000
5860,BMW,7 Serisi,740d xDrive Exclusive,2012.0,Dizel,Otomatik Vites,3501-4000 cc,251-275 BG,Beyaz ,Sedan,Galeriden,2. El,128707,597500
5861,Opel,Corsa,1.4 Twinport Enjoy,2013.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,19800,89500
5862,Opel,Corsa,1.4 Essentia,2015.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,55000,94000
5863,Opel,Astra,1.6 CD,1999.0,Benzin/LPG,Düz Vites,1601-1800 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,235300,39000
5864,Opel,Meriva,1.6 16V Essentia,2006.0,Benzin/LPG,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,155000,53500
5865,Opel,Corsa,1.4 GLS,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,243000,35000
5866,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,132000,84000
5867,Opel,Astra,1.6 CDTI Edition Plus,2017.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,99000,102750
5868,Opel,Corsa,1.4 Color Edition,2015.0,Benzin,Otomatik Vites,Bilmiyorum,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,52000,99000
5869,Opel,Astra,1.6 Comfort,2004.0,Benzin/LPG,Düz Vites,Bilmiyorum,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,200000,55000
5870,Opel,Astra,"1.6
",2018.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,17900,97000
5871,Opel,Corsa,1.3 CDTI Cosmo,2004.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 3 Kapı,Sahibinden,2. El,390000,24000
5872,Opel,Astra,1.6 Elegance,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Galeriden,2. El,159000,51000
5873,Opel,Astra,1.6 16V,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Mavi ,Sedan,Sahibinden,2. El,189,65000
5874,Opel,Astra,1.3 CDTI Edition,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,195000,117500
5875,Opel,Astra,1.3 CDTI Essentia Konfor,2009.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,49000,81500
5876,Opel,Astra,1.6 Enjoy Twinport,2005.0,Benzin,Düz Vites,1601-1800 cc,101-125 BG,Şampanya ,Hatchback 5 Kapı,Sahibinden,2. El,159000,65000
5877,Opel,Corsa,1.4 Design,2016.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,80000,82500
5878,Opel,Insignia,1.6 CDTI  Grand Sport Excellence,2017.0,Dizel,Otomatik Vites,1601-1800 cc,126-150 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,64000,203900
5879,Opel,Astra,1.6 Elegance,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,270000,43500
5880,Mercedes,Vito,110 D,2000.0,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Camlı Van,Galeriden,2. El,250000,49500
5881,Opel,Astra,1.6 16V,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Mavi ,Sedan,Sahibinden,2. El,179,65000
5882,Opel,Insignia,2.8 V6 Sport AWD Otm.,2009.0,Benzin,Otomatik Vites,2501-3000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,166000,125000
5883,Opel,Astra,"1.6
",2001.0,Benzin/LPG,Düz Vites,1601-1800 cc,151-175 BG,Beyaz ,Sedan,Sahibinden,2. El,220000,40000
